title|description|rating|release_date|length_minutes|poster|amazon_link|where_to_watch|genres|keywords|imdb_id|cast_and_crew
Saw II|A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.|R|2005-10-28|93|https://m.media-amazon.com/images/M/MV5BOTRjMDNmNjctNjg4ZC00N2ZkLThkMzMtOWRmYTFhMzA1ZDZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg|||['Horror', 'Mystery']|['serial killer', 'vcr', 'trap', 'torture', 'police officer']|tt0432348|[{'first_name': 'Darren Lynn', 'last_name': 'Bousman', 'role': 'director'}, {'first_name': 'Tobin', 'last_name': 'Bell', 'role': 'cast'}, {'first_name': 'Shawnee', 'last_name': 'Smith', 'role': 'cast'}, {'first_name': 'Donnie', 'last_name': 'Wahlberg', 'role': 'cast'}, {'first_name': 'Erik', 'last_name': 'Knudsen', 'role': 'cast'}, {'first_name': 'Franky', 'last_name': 'G', 'role': 'cast'}, {'first_name': 'Glenn', 'last_name': 'Plummer', 'role': 'cast'}, {'first_name': 'Emmanuelle', 'last_name': 'Vaugier', 'role': 'cast'}, {'first_name': 'Beverley', 'last_name': 'Mitchell', 'role': 'cast'}, {'first_name': 'Timothy', 'last_name': 'Burd', 'role': 'cast'}, {'first_name': 'Dina', 'last_name': 'Meyer', 'role': 'cast'}, {'first_name': 'Lyriq', 'last_name': 'Bent', 'role': 'cast'}, {'first_name': 'Noam', 'last_name': 'Jenkins', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Nappo', 'role': 'cast'}, {'first_name': 'Kelly', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'Vincent', 'last_name': 'Rother', 'role': 'cast'}]
Scary Stories to Tell in the Dark|On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.|PG-13|2019-08-09|108|https://m.media-amazon.com/images/M/MV5BMmI1MGE0ODMtYWRlZC00ZDUxLWIyNGItYjgyNzhhMTRlOTI2XkEyXkFqcGdeQXVyOTQ5MTIwMjM@._V1_.jpg|||['Adventure', 'Horror', 'Mystery']|['scarecrow', 'haunted book', 'haunted house', 'monster', 'hospital']|tt3387520|[{'first_name': 'André', 'last_name': 'Øvredal', 'role': 'director'}, {'first_name': 'Zoe Margaret', 'last_name': 'Colletti', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Garza', 'role': 'cast'}, {'first_name': 'Gabriel', 'last_name': 'Rush', 'role': 'cast'}, {'first_name': 'Austin', 'last_name': 'Abrams', 'role': 'cast'}, {'first_name': 'Dean', 'last_name': 'Norris', 'role': 'cast'}, {'first_name': 'Gil', 'last_name': 'Bellows', 'role': 'cast'}, {'first_name': 'Austin', 'last_name': 'Zajur', 'role': 'cast'}, {'first_name': 'Natalie', 'last_name': 'Ganzhorn', 'role': 'cast'}, {'first_name': 'Lorraine', 'last_name': 'Toussaint', 'role': 'cast'}, {'first_name': 'Kathleen', 'last_name': 'Pollard', 'role': 'cast'}, {'first_name': 'Deborah', 'last_name': 'Pollitt', 'role': 'cast'}, {'first_name': 'Victoria', 'last_name': 'Fodor', 'role': 'cast'}, {'first_name': 'Marie', 'last_name': 'Ward', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Steger', 'role': 'cast'}, {'first_name': 'Javier', 'last_name': 'Botet', 'role': 'cast'}]
Scream|A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.|R|1996-12-20|111|https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_.jpg|||['Horror', 'Mystery']|['serial killer', 'slasher', 'masked killer', 'female protagonist', 'telephone call']|tt0117571|[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Drew', 'last_name': 'Barrymore', 'role': 'cast'}, {'first_name': 'Roger', 'last_name': 'Jackson', 'role': 'cast'}, {'first_name': 'Kevin Patrick', 'last_name': 'Walls', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Booth', 'role': 'cast'}, {'first_name': 'Carla', 'last_name': 'Hatley', 'role': 'cast'}, {'first_name': 'Neve', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Skeet', 'last_name': 'Ulrich', 'role': 'cast'}, {'first_name': 'Lawrence', 'last_name': 'Hecht', 'role': 'cast'}, {'first_name': 'Courteney', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'W. Earl', 'last_name': 'Brown', 'role': 'cast'}, {'first_name': 'Rose', 'last_name': 'McGowan', 'role': 'cast'}, {'first_name': 'Lois', 'last_name': 'Saunders', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Arquette', 'role': 'cast'}, {'first_name': 'Joseph', 'last_name': 'Whipp', 'role': 'cast'}, {'first_name': 'Matthew', 'last_name': 'Lillard', 'role': 'cast'}]
Scream 2|Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.|R|1997-12-12|2|https://m.media-amazon.com/images/M/MV5BMTIxNTMzNzYtNzA3NC00MzgwLTlhNGYtMDEyYTNlZjcwZTNiXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg|||['Horror', 'Mystery']|['villain', 'serial murder', 'murder spree', 'haunted by the past', 'film within a film']|tt0120082|[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Jada Pinkett', 'last_name': 'Smith', 'role': 'cast'}, {'first_name': 'Omar', 'last_name': 'Epps', 'role': 'cast'}, {'first_name': 'Paulette', 'last_name': 'Patterson', 'role': 'cast'}, {'first_name': 'Rasila', 'last_name': 'Schroeder', 'role': 'cast'}, {'first_name': 'Heather', 'last_name': 'Graham', 'role': 'cast'}, {'first_name': 'Roger', 'last_name': 'Jackson', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'Deming', 'role': 'cast'}, {'first_name': 'Molly', 'last_name': 'Gross', 'role': 'cast'}, {'first_name': 'Rebecca', 'last_name': 'McFarland', 'role': 'cast'}, {'first_name': 'Neve', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Elise', 'last_name': 'Neal', 'role': 'cast'}, {'first_name': 'Liev', 'last_name': 'Schreiber', 'role': 'cast'}, {'first_name': 'Kevin', 'last_name': 'Williamson', 'role': 'cast'}, {'first_name': 'Sandy', 'last_name': 'Heddings', 'role': 'cast'}, {'first_name': 'Dave Allen', 'last_name': 'Clark', 'role': 'cast'}]
Scream 3|While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.|R|2000-02-04|116|https://m.media-amazon.com/images/M/MV5BMDljNmI1YzctNjJlZC00NzZlLWFlZTgtMDE4MjJiMDk0ZGY4XkEyXkFqcGdeQXVyMjg3MDQ0Mjk@._V1_.jpg|||['Horror', 'Mystery']|['masked killer', 'serial killer', 'mystery killer', 'horror icon', 'mysterious killer']|tt0134084|"[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Liev', 'last_name': 'Schreiber', 'role': 'cast'}, {'first_name': 'Beth', 'last_name': 'Toussaint', 'role': 'cast'}, {'first_name': 'Roger', 'last_name': 'Jackson', 'role': 'cast'}, {'first_name': 'Kelly', 'last_name': 'Rutherford', 'role': 'cast'}, {'first_name': 'Neve', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Courteney', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'Julie', 'last_name': 'Janney', 'role': 'cast'}, {'first_name': 'Richmond', 'last_name': 'Arquette', 'role': 'cast'}, {'first_name': 'Patrick', 'last_name': 'Dempsey', 'role': 'cast'}, {'first_name': 'Lynn', 'last_name': 'McRee', 'role': 'cast'}, {'first_name': 'Nancy', 'last_name': ""O'Dell"", 'role': 'cast'}, {'first_name': 'Ken', 'last_name': 'Taylor', 'role': 'cast'}, {'first_name': 'Scott', 'last_name': 'Foley', 'role': 'cast'}, {'first_name': 'Roger', 'last_name': 'Corman', 'role': 'cast'}, {'first_name': 'Lance', 'last_name': 'Henriksen', 'role': 'cast'}]"
Scream 4|Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.|R|2011-04-15|111|https://m.media-amazon.com/images/M/MV5BMTk5OTcxNTUyNF5BMl5BanBnXkFtZTcwMDczMzE0NA@@._V1_.jpg|||['Comedy', 'Horror', 'Mystery']|['woman in jeopardy', 'masked murderer', 'stabbing', 'slasher killer', 'teen horror']|tt1262416|[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Lucy', 'last_name': 'Hale', 'role': 'cast'}, {'first_name': 'Roger', 'last_name': 'Jackson', 'role': 'cast'}, {'first_name': 'Shenae', 'last_name': 'Grimes-Beech', 'role': 'cast'}, {'first_name': 'Dane', 'last_name': 'Farwell', 'role': 'cast'}, {'first_name': 'Anna', 'last_name': 'Paquin', 'role': 'cast'}, {'first_name': 'Kristen', 'last_name': 'Bell', 'role': 'cast'}, {'first_name': 'Aimee', 'last_name': 'Teegarden', 'role': 'cast'}, {'first_name': 'Britt', 'last_name': 'Robertson', 'role': 'cast'}, {'first_name': 'Neve', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Alison', 'last_name': 'Brie', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Arquette', 'role': 'cast'}, {'first_name': 'Courteney', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'Hayden', 'last_name': 'Panettiere', 'role': 'cast'}, {'first_name': 'Emma', 'last_name': 'Roberts', 'role': 'cast'}, {'first_name': 'Marielle', 'last_name': 'Jaffe', 'role': 'cast'}]
Scream|25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.|R|2022-01-14|114|https://m.media-amazon.com/images/M/MV5BYjExYTcwYmYtMWY2Zi00MGJlLTk3YjUtZTU1Zjg4MDc0Y2FjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['requel', 'self referential', 'whodunit', 'voice changer', 'sister sister relationship']|tt11245972|[{'first_name': 'Matt Bettinelli-Olpin, Tyler', 'last_name': 'Gillett', 'role': 'director'}, {'first_name': 'Neve', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Courteney', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Arquette', 'role': 'cast'}, {'first_name': 'Melissa', 'last_name': 'Barrera', 'role': 'cast'}, {'first_name': 'Jack', 'last_name': 'Quaid', 'role': 'cast'}, {'first_name': 'Mikey', 'last_name': 'Madison', 'role': 'cast'}, {'first_name': 'Jenna', 'last_name': 'Ortega', 'role': 'cast'}, {'first_name': 'Dylan', 'last_name': 'Minnette', 'role': 'cast'}, {'first_name': 'Jasmin Savoy', 'last_name': 'Brown', 'role': 'cast'}, {'first_name': 'Mason', 'last_name': 'Gooding', 'role': 'cast'}, {'first_name': 'Sonia', 'last_name': 'Ammar', 'role': 'cast'}, {'first_name': 'Marley', 'last_name': 'Shelton', 'role': 'cast'}, {'first_name': 'Skeet', 'last_name': 'Ulrich', 'role': 'cast'}, {'first_name': 'Kyle', 'last_name': 'Gallner', 'role': 'cast'}, {'first_name': 'Chester', 'last_name': 'Tam', 'role': 'cast'}]
Scream 4|Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.|R|2011-04-15|111|https://m.media-amazon.com/images/M/MV5BMTk5OTcxNTUyNF5BMl5BanBnXkFtZTcwMDczMzE0NA@@._V1_.jpg|||['Comedy', 'Horror', 'Mystery']|['woman in jeopardy', 'masked murderer', 'stabbing', 'slasher killer', 'teen horror']|tt1262416|[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Lucy', 'last_name': 'Hale', 'role': 'cast'}, {'first_name': 'Roger', 'last_name': 'Jackson', 'role': 'cast'}, {'first_name': 'Shenae', 'last_name': 'Grimes-Beech', 'role': 'cast'}, {'first_name': 'Dane', 'last_name': 'Farwell', 'role': 'cast'}, {'first_name': 'Anna', 'last_name': 'Paquin', 'role': 'cast'}, {'first_name': 'Kristen', 'last_name': 'Bell', 'role': 'cast'}, {'first_name': 'Aimee', 'last_name': 'Teegarden', 'role': 'cast'}, {'first_name': 'Britt', 'last_name': 'Robertson', 'role': 'cast'}, {'first_name': 'Neve', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Alison', 'last_name': 'Brie', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Arquette', 'role': 'cast'}, {'first_name': 'Courteney', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'Hayden', 'last_name': 'Panettiere', 'role': 'cast'}, {'first_name': 'Emma', 'last_name': 'Roberts', 'role': 'cast'}, {'first_name': 'Marielle', 'last_name': 'Jaffe', 'role': 'cast'}]
Se7en|Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.|R|1995-09-22|127|https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg|||['Crime', 'Drama', 'Mystery']|['serial killer', 'detective', 'serial murder', 'seven deadly sins', 'murder investigation']|tt0114369|[{'first_name': 'David', 'last_name': 'Fincher', 'role': 'director'}, {'first_name': 'Morgan', 'last_name': 'Freeman', 'role': 'cast'}, {'first_name': 'Andrew Kevin', 'last_name': 'Walker', 'role': 'cast'}, {'first_name': 'Daniel', 'last_name': 'Zacapa', 'role': 'cast'}, {'first_name': 'Brad', 'last_name': 'Pitt', 'role': 'cast'}, {'first_name': 'Gwyneth', 'last_name': 'Paltrow', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Cassini', 'role': 'cast'}, {'first_name': 'Bob', 'last_name': 'Mack', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'Crombie', 'role': 'cast'}, {'first_name': 'Reg E.', 'last_name': 'Cathey', 'role': 'cast'}, {'first_name': 'R. Lee', 'last_name': 'Ermey', 'role': 'cast'}, {'first_name': 'George', 'last_name': 'Christy', 'role': 'cast'}, {'first_name': 'Endre', 'last_name': 'Hules', 'role': 'cast'}, {'first_name': 'Hawthorne', 'last_name': 'James', 'role': 'cast'}, {'first_name': 'William', 'last_name': 'Davidson', 'role': 'cast'}, {'first_name': 'Bob', 'last_name': 'Collins', 'role': 'cast'}]
The Shining|A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.|R|1980-06-13|146|https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Drama', 'Horror']|['haunted hotel', 'labyrinth', 'identical twins', 'hotel', 'typewriter']|tt0081505|[{'first_name': 'Stanley', 'last_name': 'Kubrick', 'role': 'director'}, {'first_name': 'Jack', 'last_name': 'Nicholson', 'role': 'cast'}, {'first_name': 'Shelley', 'last_name': 'Duvall', 'role': 'cast'}, {'first_name': 'Danny', 'last_name': 'Lloyd', 'role': 'cast'}, {'first_name': 'Scatman', 'last_name': 'Crothers', 'role': 'cast'}, {'first_name': 'Barry', 'last_name': 'Nelson', 'role': 'cast'}, {'first_name': 'Philip', 'last_name': 'Stone', 'role': 'cast'}, {'first_name': 'Joe', 'last_name': 'Turkel', 'role': 'cast'}, {'first_name': 'Anne', 'last_name': 'Jackson', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Burton', 'role': 'cast'}, {'first_name': 'Lia', 'last_name': 'Beldam', 'role': 'cast'}, {'first_name': 'Billie', 'last_name': 'Gibson', 'role': 'cast'}, {'first_name': 'Barry', 'last_name': 'Dennen', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Baxt', 'role': 'cast'}, {'first_name': 'Manning', 'last_name': 'Redwood', 'role': 'cast'}, {'first_name': 'Lisa', 'last_name': 'Burns', 'role': 'cast'}]
Smile|After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.|R|2022-09-30|115|https://m.media-amazon.com/images/M/MV5BZjE2ZWIwMWEtNGFlMy00ZjYzLWEzOWEtYzQ0MDAwZDRhYzNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['jump scare', 'going insane', 'evil smile', 'psychological', 'curse']|tt15474916|[{'first_name': 'Parker', 'last_name': 'Finn', 'role': 'director'}, {'first_name': 'Sosie', 'last_name': 'Bacon', 'role': 'cast'}, {'first_name': 'Kyle', 'last_name': 'Gallner', 'role': 'cast'}, {'first_name': 'Jessie T.', 'last_name': 'Usher', 'role': 'cast'}, {'first_name': 'Robin', 'last_name': 'Weigert', 'role': 'cast'}, {'first_name': 'Caitlin', 'last_name': 'Stasey', 'role': 'cast'}, {'first_name': 'Kal', 'last_name': 'Penn', 'role': 'cast'}, {'first_name': 'Rob', 'last_name': 'Morgan', 'role': 'cast'}, {'first_name': 'Gillian', 'last_name': 'Zinser', 'role': 'cast'}, {'first_name': 'Judy', 'last_name': 'Reyes', 'role': 'cast'}, {'first_name': 'Jack', 'last_name': 'Sochet', 'role': 'cast'}, {'first_name': 'Nick', 'last_name': 'Arapoglou', 'role': 'cast'}, {'first_name': 'Perry', 'last_name': 'Strong', 'role': 'cast'}, {'first_name': 'Matthew', 'last_name': 'Lamb', 'role': 'cast'}, {'first_name': 'Dora', 'last_name': 'Kiss', 'role': 'cast'}, {'first_name': 'Meghan Brown', 'last_name': 'Pratt', 'role': 'cast'}]
Signs|A widowed former reverend living with his children and brother on a Pennsylvania farm finds mysterious crop circles in their fields, which suggests something more frightening to come.|PG-13|2002-08-02|106|https://m.media-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1_.jpg|||['Drama', 'Mystery', 'Sci-Fi']|['crop circle', 'extraterrestrial', 'crop', 'farm', 'farmhouse']|tt0286106|[{'first_name': 'M. Night', 'last_name': 'Shyamalan', 'role': 'director'}, {'first_name': 'Mel', 'last_name': 'Gibson', 'role': 'cast'}, {'first_name': 'Joaquin', 'last_name': 'Phoenix', 'role': 'cast'}, {'first_name': 'Rory', 'last_name': 'Culkin', 'role': 'cast'}, {'first_name': 'Abigail', 'last_name': 'Breslin', 'role': 'cast'}, {'first_name': 'Cherry', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'M. Night', 'last_name': 'Shyamalan', 'role': 'cast'}, {'first_name': 'Patricia', 'last_name': 'Kalember', 'role': 'cast'}, {'first_name': 'Ted', 'last_name': 'Sutton', 'role': 'cast'}, {'first_name': 'Merritt', 'last_name': 'Wever', 'role': 'cast'}, {'first_name': 'Lanny', 'last_name': 'Flaherty', 'role': 'cast'}, {'first_name': 'Marion', 'last_name': 'McCorry', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Showalter', 'role': 'cast'}, {'first_name': 'Kevin', 'last_name': 'Pires', 'role': 'cast'}, {'first_name': 'Clifford', 'last_name': 'David', 'role': 'cast'}, {'first_name': 'Rhonda', 'last_name': 'Overby', 'role': 'cast'}]
The Silence of the Lambs|A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.|R|1991-02-14|118|https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg|||['Crime', 'Drama', 'Thriller']|['serial killer', 'stuck in a well', 'psychopath', 'psycho thriller', 'bad guy wins']|tt0102926|"[{'first_name': 'Jonathan', 'last_name': 'Demme', 'role': 'director'}, {'first_name': 'Jodie', 'last_name': 'Foster', 'role': 'cast'}, {'first_name': 'Lawrence A.', 'last_name': 'Bonney', 'role': 'cast'}, {'first_name': 'Kasi', 'last_name': 'Lemmons', 'role': 'cast'}, {'first_name': 'Lawrence T.', 'last_name': 'Wrentz', 'role': 'cast'}, {'first_name': 'Scott', 'last_name': 'Glenn', 'role': 'cast'}, {'first_name': 'Anthony', 'last_name': 'Heald', 'role': 'cast'}, {'first_name': 'Frankie', 'last_name': 'Faison', 'role': 'cast'}, {'first_name': 'Don', 'last_name': 'Brockett', 'role': 'cast'}, {'first_name': 'Frank Seals', 'last_name': 'Jr.', 'role': 'cast'}, {'first_name': 'Stuart', 'last_name': 'Rudin', 'role': 'cast'}, {'first_name': 'Anthony', 'last_name': 'Hopkins', 'role': 'cast'}, {'first_name': 'Maria', 'last_name': 'Skorobogatov', 'role': 'cast'}, {'first_name': 'Jeffrie', 'last_name': 'Lane', 'role': 'cast'}, {'first_name': 'Leib', 'last_name': 'Lensky', 'role': 'cast'}, {'first_name': ""George"", 'last_name': 'Schwartz', 'role': 'cast'}]"
Sinister|A controversial true crime writer finds a box of super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s.|R|2012-10-12|110|https://m.media-amazon.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['writer', 'found footage', 'haunted film', 'jump scare', 'supernatural horror']|tt1922777|"[{'first_name': 'Scott', 'last_name': 'Derrickson', 'role': 'director'}, {'first_name': 'Ethan', 'last_name': 'Hawke', 'role': 'cast'}, {'first_name': 'Juliet', 'last_name': 'Rylance', 'role': 'cast'}, {'first_name': 'Fred', 'last_name': 'Thompson', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'Ransone', 'role': 'cast'}, {'first_name': 'Michael Hall', 'last_name': ""D'Addario"", 'role': 'cast'}, {'first_name': 'Clare', 'last_name': 'Foley', 'role': 'cast'}, {'first_name': 'Rob', 'last_name': 'Riley', 'role': 'cast'}, {'first_name': 'Tavis', 'last_name': 'Smiley', 'role': 'cast'}, {'first_name': 'Janet', 'last_name': 'Zappala', 'role': 'cast'}, {'first_name': 'Victoria', 'last_name': 'Leigh', 'role': 'cast'}, {'first_name': 'Cameron', 'last_name': 'Ocasio', 'role': 'cast'}, {'first_name': 'Ethan', 'last_name': 'Haberfield', 'role': 'cast'}, {'first_name': 'Danielle', 'last_name': 'Kotch', 'role': 'cast'}, {'first_name': 'Blake', 'last_name': 'Mizrahi', 'role': 'cast'}, {'first_name': 'Nicholas', 'last_name': 'King', 'role': 'cast'}]"
Sinister 2|A young mother and her twin sons move into a rural house that's marked for death.|R|2015-08-21|97|https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['deputy', 'rural', 'farmhouse', 'private investigator', 'nightmare']|tt2752772|[{'first_name': 'Ciarán', 'last_name': 'Foy', 'role': 'director'}, {'first_name': 'James', 'last_name': 'Ransone', 'role': 'cast'}, {'first_name': 'Shannyn', 'last_name': 'Sossamon', 'role': 'cast'}, {'first_name': 'Robert Daniel', 'last_name': 'Sloan', 'role': 'cast'}, {'first_name': 'Dartanian', 'last_name': 'Sloan', 'role': 'cast'}, {'first_name': 'Lea', 'last_name': 'Coco', 'role': 'cast'}, {'first_name': 'Tate', 'last_name': 'Ellington', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Beasley', 'role': 'cast'}, {'first_name': 'Lucas Jade', 'last_name': 'Zumann', 'role': 'cast'}, {'first_name': 'Jaden', 'last_name': 'Klein', 'role': 'cast'}, {'first_name': 'Laila', 'last_name': 'Haley', 'role': 'cast'}, {'first_name': 'Caden Marshall', 'last_name': 'Fritz', 'role': 'cast'}, {'first_name': 'Olivia', 'last_name': 'Rainey', 'role': 'cast'}, {'first_name': 'Nicholas', 'last_name': 'King', 'role': 'cast'}, {'first_name': 'Michael B.', 'last_name': 'Woods', 'role': 'cast'}, {'first_name': 'Tory O.', 'last_name': 'Davis', 'role': 'cast'}]
The Sixth Sense|Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife.|PG-13|1999-08-06|107|https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg|||['Drama', 'Mystery', 'Thriller']|['plot twist', 'surprise ending', 'single mother', 'able to see the dead', 'ghost']|tt0167404|[{'first_name': 'M. Night', 'last_name': 'Shyamalan', 'role': 'director'}, {'first_name': 'Bruce', 'last_name': 'Willis', 'role': 'cast'}, {'first_name': 'Haley Joel', 'last_name': 'Osment', 'role': 'cast'}, {'first_name': 'Toni', 'last_name': 'Collette', 'role': 'cast'}, {'first_name': 'Olivia', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Trevor', 'last_name': 'Morgan', 'role': 'cast'}, {'first_name': 'Donnie', 'last_name': 'Wahlberg', 'role': 'cast'}, {'first_name': 'Peter Anthony', 'last_name': 'Tambakis', 'role': 'cast'}, {'first_name': 'Jeffrey', 'last_name': 'Zubernis', 'role': 'cast'}, {'first_name': 'Bruce', 'last_name': 'Norris', 'role': 'cast'}, {'first_name': 'Glenn', 'last_name': 'Fitzgerald', 'role': 'cast'}, {'first_name': 'Greg', 'last_name': 'Wood', 'role': 'cast'}, {'first_name': 'Mischa', 'last_name': 'Barton', 'role': 'cast'}, {'first_name': 'Angelica', 'last_name': 'Page', 'role': 'cast'}, {'first_name': 'Lisa', 'last_name': 'Summerour', 'role': 'cast'}, {'first_name': 'Firdous', 'last_name': 'Bamji', 'role': 'cast'}]
The Slumber Party Massacre|A female high school student's slumber party turns into a bloodbath, as a newly escaped psychotic serial killer wielding a power drill prowls her neighborhood.|R|1982-11-12|77|https://m.media-amazon.com/images/M/MV5BMGIzNTMxOGEtMzg3NC00M2ZhLWEwYzAtMjE5MTQyNzBhZTcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror']|['exploitation', 'teensploitation', 'slasher', 'grindhouse film', 'female nudity']|tt0084695|[{'first_name': 'Amy Holden', 'last_name': 'Jones', 'role': 'director'}, {'first_name': 'Michelle', 'last_name': 'Michaels', 'role': 'cast'}, {'first_name': 'Robin', 'last_name': 'Stille', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Villella', 'role': 'cast'}, {'first_name': 'Debra De', 'last_name': 'Liso', 'role': 'cast'}, {'first_name': 'Andree', 'last_name': 'Honore', 'role': 'cast'}, {'first_name': 'Gina Smika', 'last_name': 'Hunter', 'role': 'cast'}, {'first_name': 'Jennifer', 'last_name': 'Meyers', 'role': 'cast'}, {'first_name': 'Joseph Alan', 'last_name': 'Johnson', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Millbern', 'role': 'cast'}, {'first_name': 'Jim', 'last_name': 'Boyce', 'role': 'cast'}, {'first_name': 'Pamela', 'last_name': 'Roylance', 'role': 'cast'}, {'first_name': 'Brinke', 'last_name': 'Stevens', 'role': 'cast'}, {'first_name': 'Rigg', 'last_name': 'Kennedy', 'role': 'cast'}, {'first_name': 'Jean', 'last_name': 'Vargas', 'role': 'cast'}, {'first_name': 'Anna', 'last_name': 'Patton', 'role': 'cast'}]
